"","Plate","Tank.Number","Temperature.Number","Abs_562nm","Unique_ID","Abs_562nm_cor","TotalProtein_ug_mL","TotalProtein_ug"
"20",1,7,1,0.4422,"Plate1_Tank7_Temperature1",0.3207,226.642554320009,5.66606385800021
"21",1,7,5,1.4838,"Plate1_Tank7_Temperature5",1.3623,1125.46366771412,28.1365916928529
"22",1,7,5,1.556,"Plate1_Tank7_Temperature5",1.4345,1192.79658322707,29.8199145806768
"23",1,13,2,0.7477,"Plate1_Tank13_Temperature2",0.6262,477.69202709233,11.9423006773083
"24",1,11,4,1.0574,"Plate1_Tank11_Temperature4",0.9359,742.235860034479,18.555896500862
"25",1,11,4,1.0963,"Plate1_Tank11_Temperature4",0.9748,776.24100707448,19.406025176862
"26",1,14,3,1.4414,"Plate1_Tank14_Temperature3",1.3199,1086.27076764477,27.1567691911192
"27",1,14,3,1.3257,"Plate1_Tank14_Temperature3",1.2042,980.590257751849,24.5147564437962
"28",1,7,3,1.1492,"Plate1_Tank7_Temperature3",1.0277,822.778089973875,20.5694522493469
"29",1,7,3,1.1489,"Plate1_Tank7_Temperature3",1.0274,822.513208467212,20.5628302116803
"30",1,7,1,0.4405,"Plate1_Tank7_Temperature1",0.319,225.271042996903,5.63177607492258
"31",1,14,4,1.5081,"Plate1_Tank14_Temperature4",1.3866,1148.04114254896,28.7010285637239
"32",1,4,2,0.4542,"Plate1_Tank4_Temperature2",0.3327,236.331557349962,5.90828893374905
"33",1,11,1,0.2628,"Plate1_Tank11_Temperature1",0.1413,83.3772485907797,2.08443121476949
"34",1,11,1,0.2611,"Plate1_Tank11_Temperature1",0.1396,82.0335654097692,2.05083913524423
"35",1,14,4,1.4708,"Plate1_Tank14_Temperature4",1.3493,1113.41989545103,27.8354973862758
"36",1,6,1,0.851,"Plate1_Tank6_Temperature1",0.7295,564.747670167145,14.1186917541786
"37",1,6,1,0.8769,"Plate1_Tank6_Temperature1",0.7554,586.756035133598,14.66890087834
"38",1,4,3,1.2681,"Plate1_Tank4_Temperature3",1.1466,928.648399491464,23.2162099872866
"39",1,4,3,1.3981,"Plate1_Tank4_Temperature3",1.2766,1046.50598425583,26.1626496063957
"40",1,5,1,0.6994,"Plate1_Tank5_Temperature1",0.5779,437.375167606731,10.9343791901683
"41",1,5,1,0.6746,"Plate1_Tank5_Temperature1",0.5531,416.76806861096,10.419201715274
"42",1,4,2,0.4353,"Plate1_Tank4_Temperature2",0.3138,221.077518853985,5.52693797134962
"43",1,4,4,1.4102,"Plate1_Tank4_Temperature4",1.2887,1057.59192216853,26.4397980542132
"44",1,7,2,1.5389,"Plate1_Tank7_Temperature2",1.4174,1176.78063668066,29.4195159170164
"45",1,14,2,0.309,"Plate1_Tank14_Temperature2",0.1875,119.992244715429,2.99980611788573
"46",1,14,2,0.3,"Plate1_Tank14_Temperature2",0.1785,112.844496629368,2.82111241573419
"47",1,4,4,1.5593,"Plate1_Tank4_Temperature4",1.4378,1195.89234506975,29.8973086267437
"48",1,13,4,1.4905,"Plate1_Tank13_Temperature4",1.369,1131.6802656575,28.2920066414376
"49",1,13,4,1.3781,"Plate1_Tank13_Temperature4",1.2566,1028.22618631579,25.7056546578946
"50",1,12,3,0.8333,"Plate1_Tank12_Temperature3",0.7118,549.749463048552,13.7437365762138
"51",1,12,3,0.8411,"Plate1_Tank12_Temperature3",0.7196,556.354633473088,13.9088658368272
"52",1,13,1,0.8032,"Plate1_Tank13_Temperature1",0.6817,524.322080054271,13.1080520013568
"53",1,13,1,0.8307,"Plate1_Tank13_Temperature1",0.7092,547.549209584135,13.6887302396034
"54",1,7,2,1.5784,"Plate1_Tank7_Temperature2",1.4569,1213.84199164819,30.3460497912048
"55",1,14,5,1.0263,"Plate1_Tank14_Temperature5",0.9048,715.178633441153,17.8794658360288
"56",1,5,5,2.2062,"Plate1_Tank5_Temperature5",2.0847,1837.52734776486,45.9381836941216
"57",1,14,1,1.5943,"Plate1_Tank14_Temperature1",1.4728,1228.82591989911,30.7206479974778
"58",1,14,1,1.6627,"Plate1_Tank14_Temperature1",1.5412,1293.72280955793,32.3430702389483
"59",1,14,5,0.9548,"Plate1_Tank14_Temperature5",0.8333,653.40091819265,16.3350229548163
"60",1,7,4,1.0045,"Plate1_Tank7_Temperature4",0.883,696.280175827529,17.4070043956882
"61",1,7,4,1.0515,"Plate1_Tank7_Temperature4",0.93,737.094032937439,18.427350823436
"62",1,4,5,0.806,"Plate1_Tank4_Temperature5",0.6845,526.683295568136,13.1670823892034
"63",1,4,5,0.8174,"Plate1_Tank4_Temperature5",0.6959,536.305528384288,13.4076382096072
"64",1,6,2,0.775,"Plate1_Tank6_Temperature2",0.6535,500.588063663786,12.5147015915947
"65",1,6,NA,0.805,"Plate1_Tank6_TemperatureNA",0.6835,525.839907588919,13.145997689723
"66",1,5,5,2.0223,"Plate1_Tank5_Temperature5",1.9008,1647.49731916618,41.1874329791546
"67",1,12,4,1.5778,"Plate1_Tank12_Temperature4",1.4563,1213.27730176918,30.3319325442295
"68",1,6,5,1.4971,"Plate1_Tank6_Temperature5",1.3756,1137.81037079168,28.4452592697919
"69",1,12,5,0.9234,"Plate1_Tank12_Temperature5",0.8019,626.455641997319,15.661391049933
"70",1,12,5,1.0368,"Plate1_Tank12_Temperature5",0.9153,724.300956267501,18.1075239066875
"71",1,12,4,1.5869,"Plate1_Tank12_Temperature4",1.4654,1221.8475505801,30.5461887645025
"72",1,13,3,1.3951,"Plate1_Tank13_Temperature3",1.2736,1043.7605218946,26.0940130473649
"73",1,13,3,1.4744,"Plate1_Tank13_Temperature3",1.3529,1116.7526840065,27.9188171001625
"74",1,11,2,1.2038,"Plate1_Tank11_Temperature2",1.0823,871.172820867245,21.7793205216811
"75",1,11,2,1.0347,"Plate1_Tank11_Temperature2",0.9132,722.475454794652,18.0618863698663
"76",1,4,1,2.1354,"Plate1_Tank4_Temperature1",2.0139,1763.57254301281,44.0893135753201
"77",1,4,1,2.1642,"Plate1_Tank4_Temperature1",2.0427,1793.53249065161,44.8383122662902
"78",1,6,5,1.3873,"Plate1_Tank6_Temperature5",1.2658,1036.62809677106,25.9157024192766
"79",2,2,2,0.9765,"Plate2_Tank2_Temperature2",0.8567,634.654663086219,15.8663665771555
"80",2,10,1,1.0802,"Plate2_Tank10_Temperature1",0.9604,719.590195219126,17.9897548804781
"81",2,10,1,1.0984,"Plate2_Tank10_Temperature1",0.9786,734.67862230789,18.3669655576973
"82",2,9,5,1.1293,"Plate2_Tank9_Temperature5",1.0095,760.423903870337,19.0105975967584
"83",2,9,5,1.1703,"Plate2_Tank9_Temperature5",1.0505,794.837877434065,19.8709469358516
"84",2,2,2,0.9679,"Plate2_Tank2_Temperature2",0.8481,627.687916731861,15.6921979182965
"85",2,3,3,0.3335,"Plate2_Tank3_Temperature3",0.2137,142.235164635679,3.55587911589197
"86",2,3,5,1.7208,"Plate2_Tank3_Temperature5",1.601,1289.15714244682,32.2289285611705
"87",2,2,1,0.9301,"Plate2_Tank2_Temperature1",0.8103,597.202597573713,14.9300649393428
"88",2,2,1,0.8963,"Plate2_Tank2_Temperature1",0.7765,570.127994129946,14.2531998532486
"89",2,3,3,0.3317,"Plate2_Tank3_Temperature3",0.2119,140.929278917944,3.5232319729486
"90",2,2,4,0.6905,"Plate2_Tank2_Temperature4",0.5707,408.854057099267,10.2213514274817
"91",2,2,4,0.632,"Plate2_Tank2_Temperature4",0.5122,364.073811105747,9.10184527764367
"92",2,2,3,1.9821,"Plate2_Tank2_Temperature3",1.8623,1549.7589013221,38.7439725330525
"93",2,2,3,1.7148,"Plate2_Tank2_Temperature3",1.595,1283.39806970626,32.0849517426564
"94",2,9,4,0.6943,"Plate2_Tank9_Temperature4",0.5745,411.778558016781,10.2944639504195
"95",2,9,4,0.62,"Plate2_Tank9_Temperature4",0.5002,354.943506509544,8.87358766273861
"96",2,3,5,1.6553,"Plate2_Tank3_Temperature5",1.5355,1226.78548250066,30.6696370625164
"97",2,1,1,1.5482,"Plate2_Tank1_Temperature1",1.4284,1127.06334710855,28.1765836777138
"98",2,3,1,0.3507,"Plate2_Tank3_Temperature1",0.2309,154.732023861708,3.86830059654271
"99",2,8,1,1.8678,"Plate2_Tank8_Temperature1",1.748,1433.30329140731,35.8325822851827
"100",2,8,1,1.624,"Plate2_Tank8_Temperature1",1.5042,1197.35853230012,29.933963307503
"101",2,1,1,1.4407,"Plate2_Tank1_Temperature1",1.3209,1029.59927997704,25.739981999426
"102",2,9,1,0.6034,"Plate2_Tank9_Temperature1",0.4836,342.343874110359,8.55859685275899
"103",2,9,1,0.6498,"Plate2_Tank9_Temperature1",0.53,377.651581248191,9.44128953120477
"104",2,10,5,0.7759,"Plate2_Tank10_Temperature5",0.6561,475.052232124845,11.8763058031211
"105",2,10,5,0.7536,"Plate2_Tank10_Temperature5",0.6338,457.669602354306,11.4417400588576
"106",2,9,3,0.9541,"Plate2_Tank9_Temperature3",0.8343,616.532791879606,15.4133197969901
"107",2,9,3,1.1311,"Plate2_Tank9_Temperature3",1.0113,761.928651129229,19.0482162782307
"108",2,3,1,0.3399,"Plate2_Tank3_Temperature1",0.2201,146.881263026735,3.67203157566838
"109",2,8,5,1.472,"Plate2_Tank8_Temperature5",1.3522,1057.71731744562,26.4429329361405
"110",2,8,3,1.5259,"Plate2_Tank8_Temperature3",1.4061,1106.63548455163,27.6658871137908
"111",2,3,2,1.6591,"Plate2_Tank3_Temperature2",1.5393,1230.37445965754,30.7593614914385
"112",2,3,2,1.5674,"Plate2_Tank3_Temperature2",1.4476,1144.74217928438,28.6185544821094
"113",2,8,5,1.5052,"Plate2_Tank8_Temperature5",1.3854,1087.77309510204,27.194327377551
"114",2,10,4,0.6168,"Plate2_Tank10_Temperature4",0.497,352.51190305943,8.81279757648575
"115",2,10,4,0.6149,"Plate2_Tank10_Temperature4",0.4951,351.068763124614,8.77671907811534
"116",2,1,2,1.3113,"Plate2_Tank1_Temperature2",1.1915,915.497060199584,22.8874265049896
"117",2,1,2,1.057,"Plate2_Tank1_Temperature2",0.9372,700.436524469923,17.5109131117481
"118",2,2,5,1.2267,"Plate2_Tank2_Temperature5",1.1069,842.663372734506,21.0665843183627
"119",2,2,5,1.1739,"Plate2_Tank2_Temperature5",1.0541,797.873619732847,19.9468404933212
"120",2,8,3,1.9781,"Plate2_Tank8_Temperature3",1.8583,1545.61373864506,38.6403434661266
"121",2,8,2,1.6156,"Plate2_Tank8_Temperature2",1.4958,1189.501688099,29.7375422024751
"122",2,1,3,1.1682,"Plate2_Tank1_Temperature3",1.0484,793.068082012649,19.8267020503162
"123",2,1,4,1.2609,"Plate2_Tank1_Temperature4",1.1411,871.945385172003,21.7986346293001
"124",2,1,4,1.3879,"Plate2_Tank1_Temperature4",1.2681,982.632627855626,24.5658156963906
"125",2,8,2,1.6789,"Plate2_Tank8_Temperature2",1.5591,1249.13312158413,31.2283280396032
"126",2,10,3,0.7606,"Plate2_Tank10_Temperature3",0.6408,463.118582191668,11.5779645547917
"127",2,10,3,0.7501,"Plate2_Tank10_Temperature3",0.6303,454.947657419545,11.3736914354886
"128",2,8,4,1.6129,"Plate2_Tank8_Temperature4",1.4931,1186.97987255122,29.6744968137805
"129",2,8,4,1.2962,"Plate2_Tank8_Temperature4",1.1764,902.398169836532,22.5599542459133
"130",2,1,5,1.5784,"Plate2_Tank1_Temperature5",1.4586,1154.90899569377,28.8727248923443
"131",2,1,5,1.7374,"Plate2_Tank1_Temperature5",1.6176,1305.13960597976,32.628490149494
"132",2,1,3,1.0657,"Plate2_Tank1_Temperature3",0.9459,707.608721972953,17.6902180493238
"133",2,10,2,0.8264,"Plate2_Tank10_Temperature2",0.7066,514.675301317287,12.8668825329322
"134",2,10,2,0.8662,"Plate2_Tank10_Temperature2",0.7464,546.161222461503,13.6540305615376
"135",2,9,2,0.3462,"Plate2_Tank9_Temperature2",0.2264,151.459272500186,3.78648181250464
"136",2,9,2,0.3654,"Plate2_Tank9_Temperature2",0.2456,165.439014015265,4.13597535038162
"137",2,3,4,1.514,"Plate2_Tank3_Temperature4",1.3942,1095.78024578686,27.3945061446714
"138",2,3,4,1.2869,"Plate2_Tank3_Temperature4",1.1671,894.352335752453,22.3588083938113
