"","Plate","Tank.Number","Temperature.Number","Abs_562nm","Unique_ID","Abs_562nm_cor","TotalProtein_ug_mL","TotalProtein_ug"
"35",1,13,4,1.9266,"Plate1_Tank13_Temperature4",1.84305,2219.5950919916,55.48987729979
"36",1,6,1,1.8767,"Plate1_Tank6_Temperature1",1.79315,2145.49915524817,53.6374788812043
"37",1,6,1,1.8025,"Plate1_Tank6_Temperature1",1.71895,2037.56959044344,50.9392397610861
"38",1,13,1,1.8929,"Plate1_Tank13_Temperature1",1.80935,2169.41695002552,54.2354237506379
"39",1,13,1,1.8339,"Plate1_Tank13_Temperature1",1.75035,2082.92500354042,52.0731250885105
"40",1,5,1,1.1883,"Plate1_Tank5_Temperature1",1.10475,1227.55593520835,30.6888983802086
"41",1,5,2,2.9943,"Plate1_Tank5_Temperature2",2.91075,4335.52868613951,108.388217153488
"42",1,5,4,2.475,"Plate1_Tank5_Temperature4",2.39145,3138.33661712468,78.458415428117
"43",1,4,4,2.1104,"Plate1_Tank4_Temperature4",2.02685,2504.20554625837,62.6051386564592
"44",1,4,4,2.3217,"Plate1_Tank4_Temperature4",2.23815,2858.41359402365,71.4603398505913
"45",1,5,2,2.9546,"Plate1_Tank5_Temperature2",2.87105,4222.1654703963,105.554136759908
"46",1,12,2,1.5897,"Plate1_Tank12_Temperature2",1.50615,1741.45359921436,43.536339980359
"47",1,12,2,1.61,"Plate1_Tank12_Temperature2",1.52645,1768.91011331884,44.222752832971
"48",1,5,3,0.9815,"Plate1_Tank5_Temperature3",0.89795,981.277198979595,24.5319299744899
"49",1,12,5,1.1465,"Plate1_Tank12_Temperature5",1.06295,1176.86586381717,29.4216465954291
"50",1,4,5,1.1623,"Plate1_Tank4_Temperature5",1.07875,1195.96980737623,29.8992451844057
"51",1,11,4,1.978,"Plate1_Tank11_Temperature4",1.89445,2297.26794562172,57.431698640543
"52",1,11,4,1.9885,"Plate1_Tank11_Temperature4",1.90495,2313.31012756298,57.8327531890744
"53",1,12,4,1.9649,"Plate1_Tank12_Temperature4",1.88135,2277.33786496975,56.9334466242437
"54",1,4,3,1.0701,"Plate1_Tank4_Temperature3",0.98655,1085.43202197025,27.1358005492562
"55",1,11,2,1.2452,"Plate1_Tank11_Temperature2",1.16165,1297.34360754262,32.4335901885654
"56",1,4,2,0.6769,"Plate1_Tank4_Temperature2",0.59335,637.180738110678,15.929518452767
"57",1,5,5,3.3267,"Plate1_Tank5_Temperature5",3.24315,5780.31710313621,144.507927578405
"58",1,5,5,3.213,"Plate1_Tank5_Temperature5",3.12945,5112.22164919703,127.805541229926
"59",1,12,5,1.2095,"Plate1_Tank12_Temperature5",1.12595,1253.45019000775,31.3362547501938
"60",1,12,5,1.3741,"Plate1_Tank12_Temperature5",1.29055,1458.97618556994,36.4744046392486
"61",1,11,3,2.5681,"Plate1_Tank11_Temperature3",2.48455,3320.15468510531,83.0038671276327
"62",1,11,3,2.4559,"Plate1_Tank11_Temperature3",2.37235,3102.22072301061,77.5555180752652
"63",1,4,1,2.2109,"Plate1_Tank4_Temperature1",2.12735,2668.64334432642,66.7160836081605
"64",1,4,3,1.4095,"Plate1_Tank4_Temperature3",1.32595,1504.27174381021,37.6067935952552
"65",1,4,2,0.6545,"Plate1_Tank4_Temperature2",0.57095,612.663342825338,15.3165835706334
"66",1,11,1,0.3475,"Plate1_Tank11_Temperature1",0.26395,286.306946094193,7.15767365235483
"67",1,11,1,0.406,"Plate1_Tank11_Temperature1",0.32245,347.170974823869,8.67927437059673
"68",2,8,3,1.2796,"Plate2_Tank8_Temperature3",1.1987,747.092318379863,18.6773079594966
"69",2,8,5,2.3321,"Plate2_Tank8_Temperature5",2.2512,2186.02620087336,54.6506550218341
"70",2,8,5,2.4962,"Plate2_Tank8_Temperature5",2.4153,2544.3231441048,63.6080786026201
"71",2,10,5,1.2192,"Plate2_Tank10_Temperature5",1.1383,701.327750679589,17.5331937669897
"72",2,9,2,0.5579,"Plate2_Tank9_Temperature2",0.477,269.37372096045,6.73434302401126
"73",2,9,2,0.3791,"Plate2_Tank9_Temperature2",0.2982,168.162860434845,4.20407151087113
"74",2,10,4,0.7393,"Plate2_Tank10_Temperature4",0.6584,377.738449250291,9.44346123125728
"75",2,1,4,2.1108,"Plate2_Tank1_Temperature4",2.0299,1687.42325702755,42.1855814256888
"76",2,3,1,0.5794,"Plate2_Tank3_Temperature1",0.4985,281.900399590783,7.04750998976957
"77",2,3,1,0.6651,"Plate2_Tank3_Temperature1",0.5842,332.659581383776,8.31648953459441
"78",2,10,2,1.123,"Plate2_Tank10_Temperature2",1.0421,631.162012729797,15.7790503182449
"79",2,1,4,2.1842,"Plate2_Tank1_Temperature4",2.1033,1878.67677772877,46.9669194432194
"80",2,9,5,2.0406,"Plate2_Tank9_Temperature5",1.9597,1554.26080752884,38.8565201882211
"81",2,9,5,1.8472,"Plate2_Tank9_Temperature5",1.7663,1280.69164184875,32.0172910462188
"82",2,1,3,0.8916,"Plate2_Tank1_Temperature3",0.8107,473.91355867593,11.8478389668983
"83",2,8,4,1.6025,"Plate2_Tank8_Temperature4",1.5216,1021.0935525823,25.5273388145576
"84",2,8,4,1.4828,"Plate2_Tank8_Temperature4",1.4019,912.789677538978,22.8197419384744
"85",2,1,5,2.6388,"Plate2_Tank1_Temperature5",2.5579,2855.6768558952,71.3919213973799
"86",2,10,1,2.2666,"Plate2_Tank10_Temperature1",2.1857,2043.01310043668,51.075327510917
"87",2,10,2,1.1478,"Plate2_Tank10_Temperature2",1.0669,648.950113468806,16.2237528367201
"88",2,3,4,1.3034,"Plate2_Tank3_Temperature4",1.2225,765.521577767436,19.1380394441859
"89",2,11,5,2.286,"Plate2_Tank11_Temperature5",2.2051,2085.3711790393,52.1342794759825
"90",2,11,5,2.284,"Plate2_Tank11_Temperature5",2.2031,2081.00436681223,52.0251091703057
"91",2,3,2,2.1497,"Plate2_Tank3_Temperature2",2.0688,1778.27704437649,44.4569261094124
"92",2,3,2,2.013,"Plate2_Tank3_Temperature2",1.9321,1508.7281894809,37.7182047370226
"93",2,3,3,0.8687,"Plate2_Tank3_Temperature3",0.7878,459.116460475231,11.4779115118808
"94",2,3,3,0.7504,"Plate2_Tank3_Temperature3",0.6695,384.577398304428,9.6144349576107
"95",2,2,5,1.4857,"Plate2_Tank2_Temperature5",1.4048,915.307079659885,22.8826769914971
"96",2,2,5,1.409,"Plate2_Tank2_Temperature5",1.3281,850.285484050559,21.257137101264
"97",2,10,3,1.127,"Plate2_Tank10_Temperature3",1.0461,634.017542954011,15.8504385738503
"98",2,10,3,1.1372,"Plate2_Tank10_Temperature3",1.0563,641.322565079792,16.0330641269948
"99",2,3,5,2.0333,"Plate2_Tank3_Temperature5",1.9524,1541.91906287355,38.5479765718388
"100",2,1,1,1.6235,"Plate2_Tank1_Temperature1",1.5426,1041.12215230801,26.0280538077002
"101",2,1,1,1.5714,"Plate2_Tank1_Temperature1",1.4905,992.033505155878,24.8008376288969
"102",2,2,3,2.5356,"Plate2_Tank2_Temperature3",2.4547,2630.34934497817,65.7587336244541
"103",2,3,5,1.952,"Plate2_Tank3_Temperature5",1.8711,1417.23603227774,35.4309008069434
"104",2,9,1,1.4348,"Plate2_Tank9_Temperature1",1.3539,871.806370061782,21.7951592515446
"105",2,9,1,1.2101,"Plate2_Tank9_Temperature1",1.1292,694.55198251965,17.3637995629912
"106",2,2,1,1.6633,"Plate2_Tank2_Temperature1",1.5824,1080.04854472546,27.0012136181366
"107",2,2,2,0.9411,"Plate2_Tank2_Temperature2",0.8602,506.335799023965,12.6583949755991
"108",2,2,2,0.8592,"Plate2_Tank2_Temperature2",0.7783,453.014349087688,11.3253587271922
"109",2,8,1,2.0658,"Plate2_Tank8_Temperature1",1.9849,1598.75492154948,39.9688730387369
"110",2,9,3,1.8809,"Plate2_Tank9_Temperature3",1.8,1322.32397010538,33.0580992526344
"111",2,2,3,2.1816,"Plate2_Tank2_Temperature3",2.1007,1870.09710728523,46.7524276821307
"112",2,8,2,1.1231,"Plate2_Tank8_Temperature2",1.0422,631.233338324652,15.7808334581163
"113",2,8,2,0.8714,"Plate2_Tank8_Temperature2",0.7905,460.854613754174,11.5213653438543
"114",2,9,4,0.9615,"Plate2_Tank9_Temperature4",0.8806,519.877897108503,12.9969474277126
"115",2,2,4,0.9718,"Plate2_Tank2_Temperature4",0.8909,526.756543730917,13.1689135932729
"116",2,2,4,0.892,"Plate2_Tank2_Temperature4",0.8111,474.173139532899,11.8543284883225
"117",2,1,2,1.2973,"Plate2_Tank1_Temperature2",1.2164,760.775886601049,19.0193971650262
"118",2,1,2,1.1622,"Plate2_Tank1_Temperature2",1.0813,659.371893979623,16.4842973494906
