"","Plate","Tank.Number","Temperature.Number","Abs_562nm","Unique_ID","Abs_562nm_cor","TotalProtein_ug_mL","TotalProtein_ug"
"19",1,10,1,0.8725,"Plate_1Tank10_Temperature1",0.77355,854.681539086153,21.3670384771538
"20",1,14,1,0.3496,"Plate_1Tank14_Temperature1",0.25065,244.253363243688,6.10633408109219
"21",1,1,2,1.9199,"Plate_1Tank1_Temperature2",1.82095,2562.89797840534,64.0724494601334
"22",1,1,2,1.0818,"Plate_1Tank1_Temperature2",0.98285,1128.72692279323,28.2181730698307
"23",1,10,1,0.844,"Plate_1Tank10_Temperature1",0.74505,818.889884217917,20.4722471054479
"24",1,11,1,0.7368,"Plate_1Tank11_Temperature1",0.63785,687.172457350659,17.1793114337665
"25",1,11,1,0.7165,"Plate_1Tank11_Temperature1",0.61755,662.722316001276,16.5680579000319
"26",1,12,1,1.0005,"Plate_1Tank12_Temperature1",0.90155,1019.80470309421,25.4951175773553
"27",1,12,1,1.0011,"Plate_1Tank12_Temperature1",0.90215,1020.59651274991,25.5149128187478
"28",1,13,1,0.6113,"Plate_1Tank13_Temperature1",0.51235,538.355792987134,13.4588948246784
"29",1,13,1,0.6112,"Plate_1Tank13_Temperature1",0.51225,538.239372792752,13.4559843198188
"30",1,14,1,0.352,"Plate_1Tank14_Temperature1",0.25305,246.860831658159,6.17152079145397
"31",1,2,2,0.8428,"Plate_1Tank2_Temperature2",0.74385,817.390241483057,20.4347560370764
"32",1,6,2,0.5745,"Plate_1Tank6_Temperature2",0.47555,495.734613978524,12.3933653494631
"33",1,7,2,0.7789,"Plate_1Tank7_Temperature2",0.67995,738.369188406047,18.4592297101512
"34",1,7,2,0.7952,"Plate_1Tank7_Temperature2",0.69625,758.373064901982,18.9593266225496
"35",1,2,2,0.7966,"Plate_1Tank2_Temperature2",0.69765,760.096013008299,19.0024003252075
"36",1,3,2,1.5829,"Plate_1Tank3_Temperature2",1.48395,1894.24690279822,47.3561725699554
"37",1,3,2,1.4851,"Plate_1Tank3_Temperature2",1.38615,1728.92331480426,43.2230828701066
"38",1,4,2,0.478,"Plate_1Tank4_Temperature2",0.37905,386.002895818888,9.6500723954722
"39",1,4,2,0.4776,"Plate_1Tank4_Temperature2",0.37865,385.553955249928,9.63884888124821
"40",1,5,2,1.8887,"Plate_1Tank5_Temperature2",1.78975,2492.18437097537,62.3046092743842
"41",1,5,2,1.9524,"Plate_1Tank5_Temperature2",1.85345,2639.22907663768,65.9807269159421
"42",1,6,2,0.5905,"Plate_1Tank6_Temperature2",0.49155,514.211310196583,12.8552827549146
"43",1,8,2,1.1555,"Plate_1Tank8_Temperature2",1.05655,1230.48273009384,30.7620682523461
"44",1,12,2,0.916,"Plate_1Tank12_Temperature2",0.81705,909.975028896751,22.7493757224188
"45",1,13,2,0.4464,"Plate_1Tank13_Temperature2",0.34745,350.681746022985,8.76704365057463
"46",1,13,2,0.4466,"Plate_1Tank13_Temperature2",0.34765,350.904380500756,8.77260951251891
"47",1,8,2,1.1407,"Plate_1Tank8_Temperature2",1.04175,1209.80568876511,30.2451422191277
"48",1,9,2,0.3076,"Plate_1Tank9_Temperature2",0.20865,198.87111162456,4.97177779061401
"49",1,9,2,0.3253,"Plate_1Tank9_Temperature2",0.22635,217.939561209593,5.44848903023982
"50",1,10,2,0.9426,"Plate_1Tank10_Temperature2",0.84365,944.195518007994,23.6048879501999
"51",1,10,2,0.9281,"Plate_1Tank10_Temperature2",0.82915,925.50228414064,23.137557103516
"52",1,11,2,0.934,"Plate_1Tank11_Temperature2",0.83505,933.097086589753,23.3274271647438
"53",1,11,2,0.926,"Plate_1Tank11_Temperature2",0.82705,922.802805406273,23.0700701351568
"54",1,12,2,0.8472,"Plate_1Tank12_Temperature2",0.74825,822.891820549812,20.5722955137453
"55",1,14,2,0.643,"Plate_1Tank14_Temperature2",0.54405,575.429538176587,14.3857384544147
"56",1,4,3,0.929,"Plate_1Tank4_Temperature3",0.83005,926.659806197936,23.1664951549484
"57",1,5,3,0.8526,"Plate_1Tank5_Temperature3",0.75365,829.654647766275,20.7413661941569
"58",1,5,3,0.8441,"Plate_1Tank5_Temperature3",0.74515,819.014881093051,20.4753720273263
"59",1,14,2,0.6692,"Plate_1Tank14_Temperature2",0.57025,606.328848349587,15.1582212087397
"60",1,1,3,1.648,"Plate_1Tank1_Temperature3",1.54905,2010.07365079026,50.2518412697566
"61",1,1,3,1.0327,"Plate_1Tank1_Temperature3",0.93375,1062.54694572714,26.5636736431784
"62",1,2,3,2.0278,"Plate_1Tank2_Temperature3",1.92885,2828.7415046336,70.7185376158401
"63",1,2,3,1.806,"Plate_1Tank2_Temperature3",1.70705,2315.18241945882,57.8795604864706
"64",1,3,3,0.5718,"Plate_1Tank3_Temperature3",0.47285,492.624811197274,12.3156202799319
"65",1,3,3,0.4357,"Plate_1Tank3_Temperature3",0.33675,338.787646379233,8.46969115948081
"66",1,4,3,0.8736,"Plate_1Tank4_Temperature3",0.77465,856.069777480605,21.4017444370151
"67",1,6,3,1.1706,"Plate_1Tank6_Temperature3",1.07165,1251.7093823943,31.2927345598576
"68",1,10,3,0.7442,"Plate_1Tank10_Temperature3",0.64525,696.123125050587,17.4030781262647
"69",1,11,3,1.3467,"Plate_1Tank11_Temperature3",1.24775,1509.90914775795,37.7477286939488
"70",1,11,3,1.3386,"Plate_1Tank11_Temperature3",1.23965,1497.56563507446,37.4391408768616
"71",1,6,3,1.1256,"Plate_1Tank6_Temperature3",1.02665,1188.8376151081,29.7209403777024
"72",1,7,3,0.8023,"Plate_1Tank7_Temperature3",0.70335,767.118809862944,19.1779702465736
"73",1,7,3,0.8002,"Plate_1Tank7_Temperature3",0.70125,764.529978673329,19.1132494668332
"74",1,8,3,1.0915,"Plate_1Tank8_Temperature3",0.99255,1141.94976681274,28.5487441703186
"75",1,8,3,0.8786,"Plate_1Tank8_Temperature3",0.77965,862.386401270732,21.5596600317683
"76",1,9,3,1.5349,"Plate_1Tank9_Temperature3",1.43595,1811.89369240995,45.2973423102487
"77",1,9,3,1.4066,"Plate_1Tank9_Temperature3",1.30765,1602.75282341802,40.0688205854505
"78",1,10,3,0.7321,"Plate_1Tank10_Temperature3",0.63315,681.498113429937,17.0374528357484
"79",2,13,3,0.9121,"Plate_2Tank13_Temperature3",0.815,1059.12117177097,26.4780292942743
"80",2,14,3,1.2135,"Plate_2Tank14_Temperature3",1.1164,1460.45272969374,36.5113182423435
"81",2,14,3,1.185,"Plate_2Tank14_Temperature3",1.0879,1422.50332889481,35.5625832223702
"82",2,12,3,0.3905,"Plate_2Tank12_Temperature3",0.2934,364.580559254328,9.11451398135819
"83",2,12,3,0.3913,"Plate_2Tank12_Temperature3",0.2942,365.645805592543,9.14114513981358
"84",2,13,3,0.96,"Plate_2Tank13_Temperature3",0.8629,1122.90279627164,28.0725699067909
"85",2,1,4,1.3505,"Plate_2Tank1_Temperature4",1.2534,1642.87616511318,41.0719041278296
"86",2,5,4,0.5679,"Plate_2Tank5_Temperature4",0.4708,600.798934753662,15.0199733688415
"87",2,6,4,1.0234,"Plate_2Tank6_Temperature4",0.9263,1207.32356857523,30.1830892143808
"88",2,6,4,1.0273,"Plate_2Tank6_Temperature4",0.9302,1212.51664447403,30.3129161118509
"89",2,1,4,1.155,"Plate_2Tank1_Temperature4",1.0579,1382.55659121172,34.5639147802929
"90",2,2,4,0.861,"Plate_2Tank2_Temperature4",0.7639,991.078561917443,24.7769640479361
"91",2,2,4,0.777,"Plate_2Tank2_Temperature4",0.6799,879.227696404794,21.9806924101198
"92",2,3,4,1.6028,"Plate_2Tank3_Temperature4",1.5057,1978.82822902796,49.4707057256991
"93",2,3,4,1.5262,"Plate_2Tank3_Temperature4",1.4291,1876.83089214381,46.9207723035952
"94",2,4,4,1.1994,"Plate_2Tank4_Temperature4",1.1023,1441.67776298269,36.0419440745672
"95",2,4,4,1.1473,"Plate_2Tank4_Temperature4",1.0502,1372.30359520639,34.3075898801598
"96",2,5,4,0.6009,"Plate_2Tank5_Temperature4",0.5038,644.74034620506,16.1185086551265
"97",2,8,4,1.9014,"Plate_2Tank8_Temperature4",1.8043,2376.43142476698,59.4107856191744
"98",2,12,4,1.6968,"Plate_2Tank12_Temperature4",1.5997,2103.99467376831,52.5998668442077
"99",2,13,4,1.0246,"Plate_2Tank13_Temperature4",0.9275,1208.92143808256,30.2230359520639
"100",2,13,4,1.016,"Plate_2Tank13_Temperature4",0.9189,1197.47003994674,29.9367509986684
"101",2,8,4,1.5932,"Plate_2Tank8_Temperature4",1.4961,1966.04527296937,49.1511318242343
"102",2,9,4,0.9702,"Plate_2Tank9_Temperature4",0.8731,1136.48468708389,28.4121171770972
"103",2,9,4,0.8652,"Plate_2Tank9_Temperature4",0.7681,996.671105193076,24.9167776298269
"104",2,10,4,0.6645,"Plate_2Tank10_Temperature4",0.5674,729.427430093209,18.2356857523302
"105",2,10,4,0.4995,"Plate_2Tank10_Temperature4",0.4024,509.720372836218,12.7430093209055
"106",2,11,4,1.5213,"Plate_2Tank11_Temperature4",1.4242,1870.30625832224,46.7576564580559
"107",2,11,4,1.2807,"Plate_2Tank11_Temperature4",1.1836,1549.93342210386,38.7483355525965
"108",2,12,4,1.8477,"Plate_2Tank12_Temperature4",1.7506,2304.92676431425,57.6231691078562
"109",2,14,4,0.6403,"Plate_2Tank14_Temperature4",0.5432,697.203728362184,17.4300932090546
"110",2,4,5,0.9725,"Plate_2Tank4_Temperature5",0.8754,1139.54727030626,28.4886817576565
"111",2,5,5,1.4934,"Plate_2Tank5_Temperature5",1.3963,1833.15579227696,45.8288948069241
"112",2,5,5,1.3772,"Plate_2Tank5_Temperature5",1.2801,1678.42876165113,41.9607190412783
"113",2,14,4,0.5594,"Plate_2Tank14_Temperature4",0.4623,589.48069241012,14.737017310253
"116",2,2,5,1.1585,"Plate_2Tank2_Temperature5",1.0614,1387.21704394141,34.6804260985353
"117",2,2,5,1.0374,"Plate_2Tank2_Temperature5",0.9403,1225.96537949401,30.6491344873502
"118",2,3,5,1.3202,"Plate_2Tank3_Temperature5",1.2231,1602.52996005326,40.0632490013316
"119",2,3,5,1.112,"Plate_2Tank3_Temperature5",1.0149,1325.29960053262,33.1324900133156
"120",2,4,5,1.0656,"Plate_2Tank4_Temperature5",0.9685,1263.51531291611,31.5878828229028
"121",2,6,5,0.6422,"Plate_2Tank6_Temperature5",0.5451,699.733688415446,17.4933422103862
"122",2,10,5,0.6385,"Plate_2Tank10_Temperature5",0.5414,694.806924101198,17.37017310253
"123",2,11,5,1.2964,"Plate_2Tank11_Temperature5",1.1993,1570.83888149134,39.2709720372836
"124",2,11,5,1.2164,"Plate_2Tank11_Temperature5",1.1193,1464.31424766977,36.6078561917443
"125",2,6,5,0.6242,"Plate_2Tank6_Temperature5",0.5271,675.765645805593,16.8941411451398
"126",2,7,5,0.6198,"Plate_2Tank7_Temperature5",0.5227,669.906790945406,16.7476697736352
"127",2,7,5,0.5872,"Plate_2Tank7_Temperature5",0.4901,626.498002663116,15.6624500665779
"130",2,9,5,0.9405,"Plate_2Tank9_Temperature5",0.8434,1096.93741677763,27.4234354194407
"131",2,9,5,0.9464,"Plate_2Tank9_Temperature5",0.8493,1104.79360852197,27.6198402130493
"132",2,10,5,0.6888,"Plate_2Tank10_Temperature5",0.5917,761.784287616511,19.0446071904128
"133",2,12,5,1.5456,"Plate_2Tank12_Temperature5",1.4485,1902.66311584554,47.5665778961385
"134",2,2,2,0.7325,"Plate_2Tank2_Temperature2",0.6354,819.973368841545,20.4993342210386
"135",2,3,2,1.4043,"Plate_2Tank3_Temperature2",1.3072,1714.51398135819,42.8628495339547
"136",2,3,2,1.3201,"Plate_2Tank3_Temperature2",1.223,1602.39680426099,40.0599201065246
"137",2,12,5,1.4165,"Plate_2Tank12_Temperature5",1.3194,1730.75898801598,43.2689747003995
"138",2,13,5,1.2724,"Plate_2Tank13_Temperature5",1.1753,1538.88149134487,38.4720372836218
"139",2,13,5,1.192,"Plate_2Tank13_Temperature5",1.0949,1431.82423435419,35.7956058588549
"140",2,14,5,0.4349,"Plate_2Tank14_Temperature5",0.3378,423.7017310253,10.5925432756325
"141",2,14,5,0.4138,"Plate_2Tank14_Temperature5",0.3167,395.60585885486,9.8901464713715
"142",2,7,1,0.2279,"Plate_2Tank7_Temperature1",0.1308,148.069241011984,3.7017310252996
"143",2,7,1,0.2381,"Plate_2Tank7_Temperature1",0.141,161.651131824234,4.04127829560586
"144",2,2,2,0.7936,"Plate_2Tank2_Temperature2",0.6965,901.33155792277,22.5332889480692
"145",2,14,3,1.1758,"Plate_2Tank14_Temperature3",1.0787,1410.25299600533,35.2563249001332
"146",2,12,5,1.3825,"Plate_2Tank12_Temperature5",1.2854,1685.48601864181,42.1371504660453
"147",2,14,3,1.0815,"Plate_2Tank14_Temperature3",0.9844,1284.68708388815,32.1171770972037
"148",2,6,4,1.0156,"Plate_2Tank6_Temperature4",0.9185,1196.93741677763,29.9234354194408
"149",2,6,4,1.0219,"Plate_2Tank6_Temperature4",0.9248,1205.32623169108,30.133155792277
"150",2,11,4,1.2853,"Plate_2Tank11_Temperature4",1.1882,1556.0585885486,38.9014647137151
"151",2,11,4,1.2585,"Plate_2Tank11_Temperature4",1.1614,1520.37283621838,38.0093209054594
"152",2,3,5,1.2789,"Plate_2Tank3_Temperature5",1.1818,1547.53661784288,38.6884154460719
"153",2,3,5,1.2448,"Plate_2Tank3_Temperature5",1.1477,1502.13049267643,37.5532623169108
"154",2,12,5,1.3943,"Plate_2Tank12_Temperature5",1.2972,1701.19840213049,42.5299600532623
